index,Airline,Date_of_Journey,Source,Destination,Route,Dep_Time,Duration,Total_Stops,Price,departure,arival
339,"Jet Airways",2019-01-04,Kolkata,Banglore,"CCU → BOM → BLR",18:55,585,"1 stop",7064,"2019-01-04 18:55:00","2019-01-05 04:40:00"
340,IndiGo,2019-01-04,Mumbai,Hyderabad,"BOM → HYD",20:05,95,non-stop,2227,"2019-01-04 20:05:00","2019-01-04 21:40:00"
341,"Jet Airways",2019-01-04,Mumbai,Hyderabad,"BOM → HYD",10:20,90,non-stop,3205,"2019-01-04 10:20:00","2019-01-04 11:50:00"
342,"Jet Airways",2019-01-04,Kolkata,Banglore,"CCU → BOM → BLR",21:10,665,"1 stop",13364,"2019-01-04 21:10:00","2019-01-05 08:15:00"
343,IndiGo,2019-01-04,Delhi,Cochin,"DEL → COK",14:20,195,non-stop,4729,"2019-01-04 14:20:00","2019-01-04 17:35:00"
344,IndiGo,2019-01-04,Kolkata,Banglore,"CCU → MAA → BLR",8:10,290,"1 stop",5069,"2019-01-04 08:10:00","2019-01-04 13:00:00"
345,"Jet Airways",2019-01-04,Kolkata,Banglore,"CCU → BOM → BLR",16:30,1545,"1 stop",7064,"2019-01-04 16:30:00","2019-01-05 18:15:00"
346,"Air Asia",2019-01-04,Banglore,Delhi,"BLR → DEL",4:55,170,non-stop,4282,"2019-01-04 04:55:00","2019-01-04 07:45:00"
347,IndiGo,2019-01-04,Kolkata,Banglore,"CCU → BLR",4:40,155,non-stop,4174,"2019-01-04 04:40:00","2019-01-04 07:15:00"
348,"Jet Airways",2019-01-04,Kolkata,Banglore,"CCU → BOM → BLR",20:00,1655,"1 stop",12681,"2019-01-04 20:00:00","2019-01-05 23:35:00"
349,"Air India",2019-01-04,Banglore,Delhi,"BLR → DEL",6:10,165,non-stop,5176,"2019-01-04 06:10:00","2019-01-04 08:55:00"
350,"Jet Airways",2019-01-04,Kolkata,Banglore,"CCU → BOM → BLR",6:30,965,"1 stop",7064,"2019-01-04 06:30:00","2019-01-04 22:35:00"
351,"Jet Airways",2019-01-04,Mumbai,Hyderabad,"BOM → HYD",19:35,90,non-stop,5678,"2019-01-04 19:35:00","2019-01-04 21:05:00"
352,"Jet Airways",2019-01-04,Kolkata,Banglore,"CCU → BOM → BLR",6:30,1610,"1 stop",7064,"2019-01-04 06:30:00","2019-01-05 09:20:00"
353,Vistara,2019-01-04,Kolkata,Banglore,"CCU → DEL → BLR",20:20,1595,"1 stop",7770,"2019-01-04 20:20:00","2019-01-05 22:55:00"
354,"Jet Airways",2019-01-04,Delhi,Cochin,"DEL → BOM → COK",14:00,300,"1 stop",5177,"2019-01-04 14:00:00","2019-01-04 19:00:00"
355,"Jet Airways",2019-01-04,Kolkata,Banglore,"CCU → DEL → BLR",20:25,1295,"1 stop",11467,"2019-01-04 20:25:00","2019-01-05 18:00:00"
356,"Air India",2019-01-04,Mumbai,Hyderabad,"BOM → HYD",6:20,80,non-stop,3100,"2019-01-04 06:20:00","2019-01-04 07:40:00"
357,IndiGo,2019-01-04,Kolkata,Banglore,"CCU → NAG → BLR",18:05,325,"1 stop",6284,"2019-01-04 18:05:00","2019-01-04 23:30:00"
358,"Air India",2019-01-04,Kolkata,Banglore,"CCU → BOM → HBX → BLR",16:50,1530,"2 stops",7893,"2019-01-04 16:50:00","2019-01-05 18:20:00"
359,"Air India",2019-01-04,Mumbai,Hyderabad,"BOM → HYD",19:30,75,non-stop,2050,"2019-01-04 19:30:00","2019-01-04 20:45:00"
360,IndiGo,2019-01-04,Kolkata,Banglore,"CCU → PAT → BLR",9:20,295,"1 stop",10308,"2019-01-04 09:20:00","2019-01-04 14:15:00"
361,"Jet Airways",2019-01-04,Kolkata,Banglore,"CCU → DEL → BLR",9:35,1520,"1 stop",11467,"2019-01-04 09:35:00","2019-01-05 10:55:00"
362,"Air India",2019-01-04,Kolkata,Banglore,"CCU → DEL → COK → BLR",10:00,920,"2 stops",10408,"2019-01-04 10:00:00","2019-01-05 01:20:00"
363,"Jet Airways",2019-01-04,Kolkata,Banglore,"CCU → BOM → BLR",20:00,735,"1 stop",7064,"2019-01-04 20:00:00","2019-01-05 08:15:00"
364,"Jet Airways",2019-01-04,Kolkata,Banglore,"CCU → BOM → BLR",6:30,1025,"1 stop",7064,"2019-01-04 06:30:00","2019-01-04 23:35:00"
365,GoAir,2019-01-04,Banglore,Delhi,"BLR → DEL",20:55,165,non-stop,4239,"2019-01-04 20:55:00","2019-01-04 23:40:00"
366,SpiceJet,2019-01-04,Kolkata,Banglore,"CCU → PNQ → BLR",8:35,520,"1 stop",6013,"2019-01-04 08:35:00","2019-01-04 17:15:00"
367,"Air India",2019-01-04,Kolkata,Banglore,"CCU → BBI → BLR",9:10,245,"1 stop",5793,"2019-01-04 09:10:00","2019-01-04 13:15:00"
368,"Jet Airways",2019-01-04,Kolkata,Banglore,"CCU → BOM → BLR",6:30,705,"1 stop",7064,"2019-01-04 06:30:00","2019-01-04 18:15:00"
369,"Jet Airways",2019-01-04,Kolkata,Banglore,"CCU → BOM → BLR",6:30,1330,"1 stop",7064,"2019-01-04 06:30:00","2019-01-05 04:40:00"
370,"Jet Airways",2019-01-04,Mumbai,Hyderabad,"BOM → HYD",10:20,90,non-stop,8040,"2019-01-04 10:20:00","2019-01-04 11:50:00"
371,"Air India",2019-01-04,Kolkata,Banglore,"CCU → BOM → AMD → BLR",9:25,1200,"2 stops",12219,"2019-01-04 09:25:00","2019-01-05 05:25:00"
372,"Jet Airways",2019-01-04,Kolkata,Banglore,"CCU → BOM → BLR",18:55,1495,"1 stop",12681,"2019-01-04 18:55:00","2019-01-05 19:50:00"
373,"Air India",2019-01-04,Kolkata,Banglore,"CCU → BOM → TRV → BLR",9:25,1505,"2 stops",12009,"2019-01-04 09:25:00","2019-01-05 10:30:00"
374,Vistara,2019-01-04,Banglore,Delhi,"BLR → DEL",19:30,165,non-stop,5613,"2019-01-04 19:30:00","2019-01-04 22:15:00"
375,SpiceJet,2019-01-04,Kolkata,Banglore,"CCU → BLR",17:10,150,non-stop,3841,"2019-01-04 17:10:00","2019-01-04 19:40:00"
376,"Air India",2019-01-04,Kolkata,Banglore,"CCU → IXR → BBI → BLR",5:50,445,"2 stops",5562,"2019-01-04 05:50:00","2019-01-04 13:15:00"
377,"Jet Airways",2019-01-04,Kolkata,Banglore,"CCU → BOM → BLR",16:30,730,"1 stop",7064,"2019-01-04 16:30:00","2019-01-05 04:40:00"
378,IndiGo,2019-01-04,Mumbai,Hyderabad,"BOM → HYD",2:35,90,non-stop,2754,"2019-01-04 02:35:00","2019-01-04 04:05:00"
379,IndiGo,2019-01-04,Mumbai,Hyderabad,"BOM → HYD",19:05,90,non-stop,2754,"2019-01-04 19:05:00","2019-01-04 20:35:00"
380,"Jet Airways",2019-01-04,Delhi,Cochin,"DEL → BOM → COK",9:00,1655,"1 stop",5406,"2019-01-04 09:00:00","2019-01-05 12:35:00"
381,"Jet Airways",2019-01-04,Kolkata,Banglore,"CCU → BOM → BLR",20:00,1595,"1 stop",7064,"2019-01-04 20:00:00","2019-01-05 22:35:00"
382,"Jet Airways",2019-01-04,Kolkata,Banglore,"CCU → BOM → BLR",18:55,865,"1 stop",7064,"2019-01-04 18:55:00","2019-01-05 09:20:00"
383,"Jet Airways",2019-01-04,Kolkata,Banglore,"CCU → BOM → BLR",20:00,1335,"1 stop",12681,"2019-01-04 20:00:00","2019-01-05 18:15:00"
384,IndiGo,2019-01-04,Banglore,Delhi,"BLR → DEL",20:00,170,non-stop,4823,"2019-01-04 20:00:00","2019-01-04 22:50:00"
385,"Jet Airways",2019-01-04,Kolkata,Banglore,"CCU → BOM → BLR",20:00,1430,"1 stop",12681,"2019-01-04 20:00:00","2019-01-05 19:50:00"
386,"Air India",2019-01-04,Banglore,Delhi,"BLR → DEL",13:20,170,non-stop,5911,"2019-01-04 13:20:00","2019-01-04 16:10:00"
387,"Air India",2019-01-04,Kolkata,Banglore,"CCU → DEL → BLR",20:30,930,"1 stop",7893,"2019-01-04 20:30:00","2019-01-05 12:00:00"
388,"Jet Airways",2019-01-04,Kolkata,Banglore,"CCU → BOM → BLR",16:30,365,"1 stop",7064,"2019-01-04 16:30:00","2019-01-04 22:35:00"
389,"Jet Airways",2019-01-04,Kolkata,Banglore,"CCU → BOM → BLR",18:55,1025,"1 stop",7064,"2019-01-04 18:55:00","2019-01-05 12:00:00"
390,"Jet Airways",2019-01-04,Kolkata,Banglore,"CCU → BOM → BLR",16:30,1640,"1 stop",12681,"2019-01-04 16:30:00","2019-01-05 19:50:00"
391,"Air India",2019-01-04,Kolkata,Banglore,"CCU → GAU → DEL → BLR",16:45,1660,"2 stops",9920,"2019-01-04 16:45:00","2019-01-05 20:25:00"
392,"Jet Airways",2019-01-04,Kolkata,Banglore,"CCU → GAU → BLR",10:20,435,"1 stop",6077,"2019-01-04 10:20:00","2019-01-04 17:35:00"
393,GoAir,2019-01-04,Banglore,Delhi,"BLR → DEL",7:45,175,non-stop,4239,"2019-01-04 07:45:00","2019-01-04 10:40:00"
394,"Jet Airways",2019-01-04,Kolkata,Banglore,"CCU → DEL → BLR",20:25,1540,"1 stop",12121,"2019-01-04 20:25:00","2019-01-05 22:05:00"
395,SpiceJet,2019-01-04,Banglore,Delhi,"BLR → DEL",21:10,175,non-stop,3573,"2019-01-04 21:10:00","2019-01-05 00:05:00"
396,IndiGo,2019-01-04,Kolkata,Banglore,"CCU → BBI → BLR",19:35,220,"1 stop",4226,"2019-01-04 19:35:00","2019-01-04 23:15:00"
397,Vistara,2019-01-04,Banglore,Delhi,"BLR → DEL",21:00,170,non-stop,5403,"2019-01-04 21:00:00","2019-01-04 23:50:00"
398,"Jet Airways",2019-01-04,Kolkata,Banglore,"CCU → BOM → BLR",20:00,1595,"1 stop",12681,"2019-01-04 20:00:00","2019-01-05 22:35:00"
399,"Air India",2019-01-04,Delhi,Cochin,"DEL → MAA → COK",9:45,1420,"1 stop",5117,"2019-01-04 09:45:00","2019-01-05 09:25:00"
400,"Air India",2019-01-04,Kolkata,Banglore,"CCU → BBI → BOM → BLR",12:00,590,"2 stops",9258,"2019-01-04 12:00:00","2019-01-04 21:50:00"
401,IndiGo,2019-01-04,Mumbai,Hyderabad,"BOM → HYD",16:55,90,non-stop,3175,"2019-01-04 16:55:00","2019-01-04 18:25:00"
402,SpiceJet,2019-01-04,Mumbai,Hyderabad,"BOM → HYD",13:15,90,non-stop,1965,"2019-01-04 13:15:00","2019-01-04 14:45:00"
403,IndiGo,2019-01-04,Banglore,Delhi,"BLR → DEL",8:30,170,non-stop,4823,"2019-01-04 08:30:00","2019-01-04 11:20:00"
404,"Jet Airways",2019-01-04,Delhi,Cochin,"DEL → BOM → COK",18:15,1100,"1 stop",5406,"2019-01-04 18:15:00","2019-01-05 12:35:00"
405,SpiceJet,2019-01-04,Kolkata,Banglore,"CCU → BLR",6:55,155,non-stop,3841,"2019-01-04 06:55:00","2019-01-04 09:30:00"
406,SpiceJet,2019-01-04,Banglore,Delhi,"BLR → DEL",21:10,175,non-stop,3625,"2019-01-04 21:10:00","2019-01-05 00:05:00"
407,"Air India",2019-01-04,Kolkata,Banglore,"CCU → GAU → BLR",9:50,675,"1 stop",8030,"2019-01-04 09:50:00","2019-01-04 21:05:00"
408,SpiceJet,2019-01-04,Banglore,Delhi,"BLR → DEL",5:55,160,non-stop,3971,"2019-01-04 05:55:00","2019-01-04 08:35:00"
409,"Air India",2019-01-04,Delhi,Cochin,"DEL → MAA → COK",20:40,765,"1 stop",5117,"2019-01-04 20:40:00","2019-01-05 09:25:00"
410,SpiceJet,2019-01-04,Delhi,Cochin,"DEL → BLR → COK",17:55,295,"1 stop",4957,"2019-01-04 17:55:00","2019-01-04 22:50:00"
411,Vistara,2019-01-04,Kolkata,Banglore,"CCU → DEL → BLR",7:10,945,"1 stop",8295,"2019-01-04 07:10:00","2019-01-04 22:55:00"
412,"Jet Airways",2019-01-04,Kolkata,Banglore,"CCU → BOM → BLR",8:25,740,"1 stop",7064,"2019-01-04 08:25:00","2019-01-04 20:45:00"
413,IndiGo,2019-01-04,Kolkata,Banglore,"CCU → PNQ → BLR",21:00,315,"1 stop",5930,"2019-01-04 21:00:00","2019-01-05 02:15:00"
414,"Jet Airways",2019-01-04,Kolkata,Banglore,"CCU → BOM → BLR",8:25,475,"1 stop",7851,"2019-01-04 08:25:00","2019-01-04 16:20:00"
415,"Jet Airways",2019-01-04,Kolkata,Banglore,"CCU → BOM → BLR",6:30,330,"1 stop",10056,"2019-01-04 06:30:00","2019-01-04 12:00:00"
416,"Jet Airways",2019-01-04,Kolkata,Banglore,"CCU → BOM → BLR",16:30,1430,"1 stop",7064,"2019-01-04 16:30:00","2019-01-05 16:20:00"
417,IndiGo,2019-01-04,Mumbai,Hyderabad,"BOM → HYD",21:20,90,non-stop,2227,"2019-01-04 21:20:00","2019-01-04 22:50:00"
418,Vistara,2019-01-04,Banglore,Delhi,"BLR → DEL",11:30,170,non-stop,5403,"2019-01-04 11:30:00","2019-01-04 14:20:00"
419,IndiGo,2019-01-04,Banglore,Delhi,"BLR → DEL",6:05,165,non-stop,3943,"2019-01-04 06:05:00","2019-01-04 08:50:00"
420,"Jet Airways",2019-01-04,Kolkata,Banglore,"CCU → BOM → BLR",20:00,1220,"1 stop",7064,"2019-01-04 20:00:00","2019-01-05 16:20:00"
421,"Jet Airways",2019-01-04,Kolkata,Banglore,"CCU → BOM → BLR",6:30,705,"1 stop",12681,"2019-01-04 06:30:00","2019-01-04 18:15:00"
422,Vistara,2019-01-04,Kolkata,Banglore,"CCU → DEL → BLR",7:10,700,"1 stop",7927,"2019-01-04 07:10:00","2019-01-04 18:50:00"
423,Vistara,2019-01-04,Delhi,Cochin,"DEL → COK",14:40,190,non-stop,4851,"2019-01-04 14:40:00","2019-01-04 17:50:00"
424,"Jet Airways",2019-01-04,Kolkata,Banglore,"CCU → BOM → BLR",6:30,855,"1 stop",7064,"2019-01-04 06:30:00","2019-01-04 20:45:00"
425,"Jet Airways",2019-01-04,Banglore,Delhi,"BLR → DEL",19:50,180,non-stop,4544,"2019-01-04 19:50:00","2019-01-04 22:50:00"
426,"Air India",2019-01-04,Delhi,Cochin,"DEL → MAA → COK",17:20,965,"1 stop",5117,"2019-01-04 17:20:00","2019-01-05 09:25:00"
427,"Jet Airways",2019-01-04,Kolkata,Banglore,"CCU → BOM → BLR",16:30,730,"1 stop",12681,"2019-01-04 16:30:00","2019-01-05 04:40:00"
428,Vistara,2019-01-04,Kolkata,Banglore,"CCU → DEL → BLR",20:20,865,"1 stop",8505,"2019-01-04 20:20:00","2019-01-05 10:45:00"
429,"Jet Airways",2019-01-04,Kolkata,Banglore,"CCU → BOM → BLR",18:55,1550,"1 stop",7064,"2019-01-04 18:55:00","2019-01-05 20:45:00"
430,SpiceJet,2019-01-04,Banglore,Delhi,"BLR → DEL",9:30,170,non-stop,3919,"2019-01-04 09:30:00","2019-01-04 12:20:00"
431,"Jet Airways",2019-01-04,Kolkata,Banglore,"CCU → BOM → BLR",8:25,1655,"1 stop",7064,"2019-01-04 08:25:00","2019-01-05 12:00:00"
432,"Jet Airways",2019-01-04,Banglore,Delhi,"BLR → DEL",18:55,185,non-stop,4544,"2019-01-04 18:55:00","2019-01-04 22:00:00"
433,"Jet Airways",2019-01-04,Kolkata,Banglore,"CCU → DEL → BLR",9:35,505,"1 stop",9314,"2019-01-04 09:35:00","2019-01-04 18:00:00"
434,IndiGo,2019-01-04,Banglore,Delhi,"BLR → DEL",7:10,175,non-stop,4823,"2019-01-04 07:10:00","2019-01-04 10:05:00"
435,Vistara,2019-01-04,Kolkata,Banglore,"CCU → DEL → BLR",20:20,765,"1 stop",7980,"2019-01-04 20:20:00","2019-01-05 09:05:00"
436,"Jet Airways",2019-01-04,Banglore,Delhi,"BLR → DEL",15:15,175,non-stop,7229,"2019-01-04 15:15:00","2019-01-04 18:10:00"
437,"Jet Airways",2019-01-04,Kolkata,Banglore,"CCU → BOM → BLR",8:25,910,"1 stop",7064,"2019-01-04 08:25:00","2019-01-04 23:35:00"
438,"Jet Airways",2019-01-04,Kolkata,Banglore,"CCU → BOM → BLR",8:25,475,"1 stop",12996,"2019-01-04 08:25:00","2019-01-04 16:20:00"
439,Vistara,2019-01-04,Kolkata,Banglore,"CCU → DEL → BLR",7:10,1655,"1 stop",8505,"2019-01-04 07:10:00","2019-01-05 10:45:00"
440,"Jet Airways",2019-01-04,Kolkata,Banglore,"CCU → BOM → BLR",8:25,740,"1 stop",12681,"2019-01-04 08:25:00","2019-01-04 20:45:00"
441,IndiGo,2019-01-04,Banglore,Delhi,"BLR → DEL",13:00,170,non-stop,4591,"2019-01-04 13:00:00","2019-01-04 15:50:00"
442,"Jet Airways",2019-01-04,Kolkata,Banglore,"CCU → BOM → BLR",16:30,945,"1 stop",7064,"2019-01-04 16:30:00","2019-01-05 08:15:00"
443,"Jet Airways",2019-01-04,Banglore,Delhi,"BLR → DEL",17:45,180,non-stop,4544,"2019-01-04 17:45:00","2019-01-04 20:45:00"
444,"Jet Airways",2019-01-04,Kolkata,Banglore,"CCU → BOM → BLR",14:05,510,"1 stop",13364,"2019-01-04 14:05:00","2019-01-04 22:35:00"
445,"Air India",2019-01-04,Kolkata,Banglore,"CCU → GAU → DEL → BLR",9:50,805,"2 stops",12125,"2019-01-04 09:50:00","2019-01-04 23:15:00"
446,"Air India",2019-01-04,Kolkata,Banglore,"CCU → DEL → BLR",17:30,1110,"1 stop",7893,"2019-01-04 17:30:00","2019-01-05 12:00:00"
447,"Jet Airways",2019-01-04,Kolkata,Banglore,"CCU → BOM → BLR",20:00,735,"1 stop",12681,"2019-01-04 20:00:00","2019-01-05 08:15:00"
448,Vistara,2019-01-04,Kolkata,Banglore,"CCU → DEL → BLR",20:20,1350,"1 stop",7927,"2019-01-04 20:20:00","2019-01-05 18:50:00"
449,"Jet Airways",2019-01-04,Kolkata,Banglore,"CCU → BOM → BLR",16:30,1695,"1 stop",12681,"2019-01-04 16:30:00","2019-01-05 20:45:00"
450,"Air India",2019-01-04,Kolkata,Banglore,"CCU → BBI → BOM → BLR",12:00,1390,"2 stops",9258,"2019-01-04 12:00:00","2019-01-05 11:10:00"
451,"Jet Airways",2019-01-04,Kolkata,Banglore,"CCU → BOM → BLR",14:05,400,"1 stop",13364,"2019-01-04 14:05:00","2019-01-04 20:45:00"
452,"Jet Airways",2019-01-04,Kolkata,Banglore,"CCU → BOM → BLR",16:30,1430,"1 stop",12681,"2019-01-04 16:30:00","2019-01-05 16:20:00"
453,"Jet Airways",2019-01-04,Kolkata,Banglore,"CCU → BOM → BLR",18:55,800,"1 stop",12681,"2019-01-04 18:55:00","2019-01-05 08:15:00"
454,"Air India",2019-01-04,Delhi,Cochin,"DEL → COK",5:10,170,non-stop,4729,"2019-01-04 05:10:00","2019-01-04 08:00:00"
455,Vistara,2019-01-04,Kolkata,Banglore,"CCU → DEL → BLR",17:00,1640,"1 stop",9135,"2019-01-04 17:00:00","2019-01-05 20:20:00"
456,"Air India",2019-01-05,Kolkata,Banglore,"CCU → GAU → DEL → BLR",9:50,1385,"2 stops",13227,"2019-01-05 09:50:00","2019-01-06 08:55:00"
457,"Air India",2019-01-05,Kolkata,Banglore,"CCU → GAU → DEL → BLR",9:50,1385,"2 stops",13227,"2019-01-05 09:50:00","2019-01-06 08:55:00"
458,"Air India",2019-01-05,Kolkata,Banglore,"CCU → GAU → BLR",16:45,1700,"1 stop",7452,"2019-01-05 16:45:00","2019-01-06 21:05:00"
459,IndiGo,2019-01-05,Kolkata,Banglore,"CCU → BLR",20:20,155,non-stop,4804,"2019-01-05 20:20:00","2019-01-05 22:55:00"
460,"Air India",2019-01-05,Kolkata,Banglore,"CCU → BBI → BOM → BLR",12:00,1830,"2 stops",10151,"2019-01-05 12:00:00","2019-01-06 18:30:00"
461,IndiGo,2019-01-05,Banglore,Delhi,"BLR → DEL",18:25,175,non-stop,4823,"2019-01-05 18:25:00","2019-01-05 21:20:00"
462,IndiGo,2019-01-05,Delhi,Cochin,"DEL → BOM → COK",7:30,810,"1 stop",8542,"2019-01-05 07:30:00","2019-01-05 21:00:00"
463,IndiGo,2019-01-05,Chennai,Kolkata,"MAA → CCU",19:35,140,non-stop,3597,"2019-01-05 19:35:00","2019-01-05 21:55:00"
464,"Jet Airways",2019-01-05,Kolkata,Banglore,"CCU → GAU → BLR",10:20,435,"1 stop",5608,"2019-01-05 10:20:00","2019-01-05 17:35:00"
465,"Jet Airways",2019-01-05,Kolkata,Banglore,"CCU → BOM → BLR",20:00,845,"1 stop",13941,"2019-01-05 20:00:00","2019-01-06 10:05:00"
466,"Jet Airways",2019-01-05,Kolkata,Banglore,"CCU → BOM → BLR",6:30,1610,"1 stop",9663,"2019-01-05 06:30:00","2019-01-06 09:20:00"
467,IndiGo,2019-01-05,Mumbai,Hyderabad,"BOM → HYD",20:05,95,non-stop,2227,"2019-01-05 20:05:00","2019-01-05 21:40:00"
468,"Jet Airways",2019-01-05,Banglore,Delhi,"BLR → DEL",8:20,180,non-stop,5198,"2019-01-05 08:20:00","2019-01-05 11:20:00"
469,IndiGo,2019-01-05,Chennai,Kolkata,"MAA → CCU",5:15,145,non-stop,3850,"2019-01-05 05:15:00","2019-01-05 07:40:00"
470,Vistara,2019-01-05,Banglore,Delhi,"BLR → DEL",7:00,160,non-stop,4668,"2019-01-05 07:00:00","2019-01-05 09:40:00"
471,"Jet Airways",2019-01-05,Kolkata,Banglore,"CCU → BOM → BLR",18:55,910,"1 stop",8586,"2019-01-05 18:55:00","2019-01-06 10:05:00"
472,"Air India",2019-01-05,Kolkata,Banglore,"CCU → BBI → BOM → BLR",12:00,590,"2 stops",10676,"2019-01-05 12:00:00","2019-01-05 21:50:00"
473,IndiGo,2019-01-05,Kolkata,Banglore,"CCU → BBI → BLR",19:35,220,"1 stop",4226,"2019-01-05 19:35:00","2019-01-05 23:15:00"
474,"Air Asia",2019-01-05,Kolkata,Banglore,"CCU → DEL → BLR",7:35,955,"1 stop",5192,"2019-01-05 07:35:00","2019-01-05 23:30:00"
475,"Jet Airways",2019-01-05,Banglore,Delhi,"BLR → DEL",18:55,185,non-stop,4030,"2019-01-05 18:55:00","2019-01-05 22:00:00"
476,"Jet Airways",2019-01-05,Kolkata,Banglore,"CCU → DEL → BLR",9:35,505,"1 stop",10703,"2019-01-05 09:35:00","2019-01-05 18:00:00"
477,"Jet Airways",2019-01-05,Kolkata,Banglore,"CCU → DEL → BLR",17:00,1285,"1 stop",9314,"2019-01-05 17:00:00","2019-01-06 14:25:00"
478,"Jet Airways",2019-01-05,Kolkata,Banglore,"CCU → BOM → BLR",21:10,450,"1 stop",14781,"2019-01-05 21:10:00","2019-01-06 04:40:00"
479,SpiceJet,2019-01-05,Chennai,Kolkata,"MAA → CCU",17:45,140,non-stop,3543,"2019-01-05 17:45:00","2019-01-05 20:05:00"
480,"Air Asia",2019-01-05,Kolkata,Banglore,"CCU → IXR → DEL → BLR",15:10,500,"2 stops",5192,"2019-01-05 15:10:00","2019-01-05 23:30:00"
481,IndiGo,2019-01-05,Kolkata,Banglore,"CCU → BLR",11:30,155,non-stop,5644,"2019-01-05 11:30:00","2019-01-05 14:05:00"
482,SpiceJet,2019-01-05,Kolkata,Banglore,"CCU → IXB → BLR",11:15,435,"1 stop",8844,"2019-01-05 11:15:00","2019-01-05 18:30:00"
483,Vistara,2019-01-05,Kolkata,Banglore,"CCU → DEL → BLR",17:00,1065,"1 stop",9187,"2019-01-05 17:00:00","2019-01-06 10:45:00"
484,"Air India",2019-01-05,Kolkata,Banglore,"CCU → DEL → BLR",7:00,555,"1 stop",10203,"2019-01-05 07:00:00","2019-01-05 16:15:00"
485,SpiceJet,2019-01-05,Kolkata,Banglore,"CCU → BLR",9:00,145,non-stop,4174,"2019-01-05 09:00:00","2019-01-05 11:25:00"
486,"Jet Airways",2019-01-05,Kolkata,Banglore,"CCU → GAU → BLR",10:20,435,"1 stop",8355,"2019-01-05 10:20:00","2019-01-05 17:35:00"
487,"Jet Airways",2019-01-05,Banglore,Delhi,"BLR → DEL",17:45,180,non-stop,7229,"2019-01-05 17:45:00","2019-01-05 20:45:00"
488,IndiGo,2019-01-05,Banglore,Delhi,"BLR → DEL",0:30,175,non-stop,4284,"2019-01-05 00:30:00","2019-01-05 03:25:00"
489,IndiGo,2019-01-05,Kolkata,Banglore,"CCU → BLR",17:15,155,non-stop,4804,"2019-01-05 17:15:00","2019-01-05 19:50:00"
490,"Jet Airways",2019-01-05,Kolkata,Banglore,"CCU → DEL → BLR",17:00,395,"1 stop",13067,"2019-01-05 17:00:00","2019-01-05 23:35:00"
491,"Air India",2019-01-05,Mumbai,Hyderabad,"BOM → HYD",19:30,75,non-stop,3100,"2019-01-05 19:30:00","2019-01-05 20:45:00"
492,IndiGo,2019-01-05,Kolkata,Banglore,"CCU → PAT → BLR",9:20,295,"1 stop",8443,"2019-01-05 09:20:00","2019-01-05 14:15:00"
493,SpiceJet,2019-01-05,Kolkata,Banglore,"CCU → BLR",9:00,145,non-stop,3841,"2019-01-05 09:00:00","2019-01-05 11:25:00"
494,GoAir,2019-01-05,Kolkata,Banglore,"CCU → AMD → BLR",16:40,455,"1 stop",6484,"2019-01-05 16:40:00","2019-01-06 00:15:00"
495,"Jet Airways",2019-01-05,Kolkata,Banglore,"CCU → BOM → BLR",16:30,730,"1 stop",8586,"2019-01-05 16:30:00","2019-01-06 04:40:00"
496,"Jet Airways",2019-01-05,Mumbai,Hyderabad,"BOM → HYD",2:55,85,non-stop,3210,"2019-01-05 02:55:00","2019-01-05 04:20:00"
497,"Jet Airways",2019-01-05,Mumbai,Hyderabad,"BOM → HYD",10:20,90,non-stop,8040,"2019-01-05 10:20:00","2019-01-05 11:50:00"
498,IndiGo,2019-01-05,Kolkata,Banglore,"CCU → BLR",4:40,155,non-stop,4804,"2019-01-05 04:40:00","2019-01-05 07:15:00"
499,IndiGo,2019-01-05,Mumbai,Hyderabad,"BOM → HYD",9:10,90,non-stop,4575,"2019-01-05 09:10:00","2019-01-05 10:40:00"
500,"Jet Airways",2019-01-05,Kolkata,Banglore,"CCU → DEL → BLR",9:35,575,"1 stop",9314,"2019-01-05 09:35:00","2019-01-05 19:10:00"
501,IndiGo,2019-01-05,Banglore,Delhi,"BLR → DEL",1:30,165,non-stop,4077,"2019-01-05 01:30:00","2019-01-05 04:15:00"
502,GoAir,2019-01-05,Banglore,Delhi,"BLR → DEL",20:55,165,non-stop,3898,"2019-01-05 20:55:00","2019-01-05 23:40:00"
503,"Air India",2019-01-05,Kolkata,Banglore,"CCU → DEL → COK → BLR",20:30,1035,"2 stops",15164,"2019-01-05 20:30:00","2019-01-06 13:45:00"
504,"Jet Airways",2019-01-05,Kolkata,Banglore,"CCU → DEL → BLR",17:00,1005,"1 stop",9314,"2019-01-05 17:00:00","2019-01-06 09:45:00"
505,"Air India",2019-01-05,Kolkata,Banglore,"CCU → DEL → BLR",10:00,375,"1 stop",10203,"2019-01-05 10:00:00","2019-01-05 16:15:00"
506,"Jet Airways",2019-01-05,Kolkata,Banglore,"CCU → BOM → BLR",20:00,800,"1 stop",9663,"2019-01-05 20:00:00","2019-01-06 09:20:00"
507,"Air India",2019-01-05,Mumbai,Hyderabad,"BOM → HYD",21:05,80,non-stop,3625,"2019-01-05 21:05:00","2019-01-05 22:25:00"
508,"Jet Airways",2019-01-05,Kolkata,Banglore,"CCU → BOM → BLR",14:05,1090,"1 stop",13941,"2019-01-05 14:05:00","2019-01-06 08:15:00"
509,"Jet Airways",2019-01-05,Delhi,Cochin,"DEL → AMD → BOM → COK",23:05,1760,"2 stops",16704,"2019-01-05 23:05:00","2019-01-07 04:25:00"
